lineage,sense,BP,RI,DVG_type,read_counts_virema,read_counts_ditector,pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,length_dvg,p(real),strain,rep,program
P,neg,3768,5371,Insertion_reverse,1,0,0.000295946,0.000274725,0,0.000273,0.5220950630690836,0,11741,0.7725088628322021,B,1,virema
P,neg,3768,9080,Insertion_reverse,1,0,0.000295946,0.000460405,0,0.000447828,0.5220950630690836,0,15450,0.699293483,B,1,virema
P,neg,3775,4708,Insertion_reverse,1,0,0.000303951,0.000210615,0,0.000179533,0.5220950630690836,0,11071,0.7725088628322021,B,1,virema
P,neg,3776,8600,Insertion_reverse,1,0,0.000304136,0.000404367,0,0.000391236,0.5220950630690836,0,14962,0.7785637269794646,B,1,virema
P,neg,3778,3776,Deletion_reverse,1,0,0.000299491,0.000304136,0,0.000302572,0.5220950630690836,0,10136,0.7403123469481047,B,1,virema
P,neg,3779,3292,Deletion_reverse,1,0,0.000299312,0.000364299,0,0.000355872,0.5220950630690836,0,9651,0.7725088628322021,B,1,virema
P,neg,3792,9040,Insertion_reverse,1,0,0.00033389,0.000295334,0,0.000285388,0.5220950630690836,0,15386,0.7175920410219108,B,1,virema
P,neg,3793,7147,Insertion_reverse,1,0,0.000332889,0.000394011,0,0.000331236,0.5220950630690836,0,13492,0.8022532776952077,B,1,virema
P,neg,3795,3793,Deletion_reverse,1,0,0.000333333,0.000332889,0,0.000331126,0.5220950630690836,0,10136,0.8130004503855245,B,1,virema
P,neg,3797,6204,Insertion_reverse,1,0,0.000329056,0.000309023,0,0.000305904,0.5220950630690836,0,12545,0.7460293442390503,B,1,virema
P,neg,3804,8288,Insertion_reverse,1,0,0.00032,0.000343053,0,0.000336247,0.5220950630690836,0,14622,0.780255978,B,1,virema
P,neg,3893,3891,Deletion_reverse,1,0,0.000859845,0.000862813,0,0.000327761,0.5220950630690836,0,10136,0.8214590516695268,B,1,virema
P,neg,3893,5520,Insertion_reverse,1,0,0.000859845,0.000345423,0,0.000268097,0.5220950630690836,0,11765,0.6607735895333657,B,1,virema
P,neg,3902,3900,Deletion_reverse,1,0,0.000829187,0.00084246,0,0.00033456,0.5220950630690836,0,10136,0.5458618681293056,B,1,virema
P,neg,3917,3915,Deletion_reverse,1,0,0.0008,0.000803213,0,0.000373134,0.5220950630690836,0,10136,0.7691987378886352,B,1,virema
P,neg,3919,3917,Deletion_reverse,1,0,0.000797448,0.0008,0,0.000383142,0.5220950630690836,0,10136,0.850261996,B,1,virema
P,neg,3922,3920,Deletion_reverse,1,0,0.000792393,0.000794913,0,0.000388048,0.5220950630690836,0,10136,0.8625600032543218,B,1,virema
P,neg,3992,6206,Insertion_reverse,1,0,0.001455604,0.000323729,0,0.00032041,0.5220950630690836,0,12352,0.5129565305257785,B,1,virema
P,neg,4042,4040,Deletion_reverse,2,0,0.001411433,0.001422475,0,0.001108033,1.0441901261381672,0,10136,0.5394928686748528,B,1,virema
P,neg,4050,4048,Deletion_reverse,1,0,0.000643501,0.000648929,0,0.000519751,0.5220950630690836,0,10136,0.6678698872810097,B,1,virema
P,neg,4063,4061,Deletion_reverse,1,0,0.000595593,0.000598444,0,0.000489716,0.5220950630690836,0,10136,0.8652873031700179,B,1,virema
P,neg,4094,7269,Insertion_reverse,1,0,0.000572738,0.00035727,0,0.000345662,0.5220950630690836,0,13313,0.539977279,B,1,virema
P,neg,4097,4095,Deletion_reverse,1,0,0.000553403,0.000558036,0,0.000549451,0.5220950630690836,0,10136,0.8523262772464604,B,1,virema
P,neg,4112,8951,Insertion_reverse,1,0,0.000636943,0.000312891,0,0.000310463,0.5220950630690836,0,14977,0.5233801213325625,B,1,virema
P,neg,4148,4146,Deletion_reverse,2,0,0.00073046,0.000733945,0,0.000730727,1.0441901261381672,0,10136,0.5345365320751384,B,1,virema
P,neg,4222,7803,Insertion_reverse,1,0,0.000645995,0.00055371,0,0.000492126,0.5220950630690836,0,13719,0.6106620944624229,B,1,virema
P,neg,4256,4254,Deletion_reverse,1,0,0.000478927,0.000483325,0,0.000263296,0.5220950630690836,0,10136,0.8458287717653195,B,1,virema
P,neg,4257,4254,Deletion_reverse,2,0,0.00095511,0.000966651,0,0.000526593,1.0441901261381672,0,10135,0.6176803965726646,B,1,virema
P,neg,4263,4099,Deletion_reverse,1,0,0.000461255,0.000552792,0,0.000545554,0.5220950630690836,0,9974,0.7886719992297894,B,1,virema
P,neg,4265,10055,Insertion_reverse,1,0,0.000461255,0.000556174,0,0.000555864,0.5220950630690836,0,15928,0.8070335245460252,B,1,virema
P,neg,4265,8796,Insertion_reverse,1,0,0.000461255,0.000222321,0,0.000224972,0.5220950630690836,0,14669,0.7205355414027927,B,1,virema
P,neg,4273,6776,Insertion_reverse,1,0,0.00044405,0.000478011,0,0.000476417,0.5220950630690836,0,12641,0.8233596735240901,B,1,virema
P,neg,4275,3438,Deletion_reverse,1,0,0.000441501,0.000270783,0,0.000272851,0.5220950630690836,0,9301,0.7678938873009348,B,1,virema
P,neg,4280,5118,Insertion_reverse,1,0,0.000440141,0.000411523,0,0.000370508,0.5220950630690836,0,10976,0.8038258793899842,B,1,virema
P,neg,4280,6307,Insertion_reverse,1,0,0.000440141,0.000907441,0,0.000904159,0.5220950630690836,0,12165,0.66930611,B,1,virema
P,neg,4280,6801,Insertion_reverse,1,0,0.000440141,0.000396983,0,0.000396197,0.5220950630690836,0,12659,0.7757226942500346,B,1,virema
P,neg,4294,4291,Deletion_reverse,1,0,0.000481,0.00046729,0,0.00037594,0.5220950630690836,0,10135,0.7370599947018548,B,1,virema
P,neg,4296,9641,Insertion_reverse,1,0,0.000477783,0.00035868,0,0.000356125,0.5220950630690836,0,15483,0.5508236288614002,B,1,virema
P,neg,4306,3477,Deletion_reverse,1,0,0.000420345,0.000426257,0,0.000383583,0.5220950630690836,0,9309,0.6129044663210297,B,1,virema
P,neg,4328,1616,Deletion_reverse,1,0,0.000319387,0.00047259,0,0.000468604,0.5220950630690836,0,7426,0.7602141420231872,B,1,virema
P,neg,4329,4327,Deletion_reverse,2,0,0.000639591,0.000637552,0,0.000630517,1.0441901261381672,0,10136,0.8732140363369713,B,1,virema
P,neg,4330,9547,Insertion_reverse,1,0,0.000316156,0.000324149,0,0.000316056,0.5220950630690836,0,15355,0.8121737735792727,B,1,virema
P,neg,4339,4337,Deletion_reverse,1,0,0.000336927,0.000345304,0,0.000340599,0.5220950630690836,0,10136,0.8108477315982214,B,1,virema
P,neg,4354,3035,Deletion_reverse,1,0,0.000293686,0.000285388,0,0.000279877,0.5220950630690836,0,8819,0.5089370498991839,B,1,virema
P,neg,4354,8845,Insertion_reverse,1,0,0.000293686,0.00026738,0,0.000265675,0.5220950630690836,0,14629,0.5317692711924973,B,1,virema
P,neg,4359,4357,Deletion_reverse,1,0,0.000295596,0.000289939,0,0.00028885,0.5220950630690836,0,10136,0.7647746661929298,B,1,virema
P,neg,4359,7480,Insertion_reverse,1,0,0.000295596,0.000456204,0,0.00045208,0.5220950630690836,0,13259,0.6938610478911252,B,1,virema
P,neg,4362,7006,Insertion_reverse,1,0,0.000300752,0.000279408,0,0.000239349,0.5220950630690836,0,12782,0.5256719017620793,B,1,virema
P,neg,4363,4361,Deletion_reverse,1,0,0.000298775,0.000297265,0,0.000294204,0.5220950630690836,0,10136,0.5273892385387796,B,1,virema
P,neg,4372,7149,Insertion_reverse,1,0,0.000311624,0.000419639,0,0.000373134,0.5220950630690836,0,12915,0.8223645453265758,B,1,virema
P,neg,4373,4371,Deletion_reverse,1,0,0.000310849,0.000314861,0,0.000307031,0.5220950630690836,0,10136,0.808130315,B,1,virema
P,neg,4373,4459,Insertion_reverse,1,0,0.000310849,0.000426621,0,0.000424809,0.5220950630690836,0,10224,0.7902849295339425,B,1,virema
P,neg,4377,7250,Insertion_reverse,1,0,0.000304785,0.00032,0,0.000312891,0.5220950630690836,0,13011,0.7139906256784337,B,1,virema
P,neg,4380,6221,Insertion_reverse,1,0,0.000307977,0.000414422,0,0.000383877,0.5220950630690836,0,11979,0.7260858155394644,B,1,virema
P,neg,4383,1815,Deletion_reverse,1,0,0.000309023,0.001730104,0,0.000626174,0.5220950630690836,0,7570,0.6631283369433362,B,1,virema
P,neg,4390,4388,Deletion_reverse,1,0,0.000311526,0.000312305,0,0.000304878,0.5220950630690836,0,10136,0.8130004503855245,B,1,virema
P,neg,4391,4254,Deletion_reverse,1,0,0.000308928,0.000483325,0,0.000263296,0.5220950630690836,0,10001,0.7757755729870086,B,1,virema
P,neg,4393,4391,Deletion_reverse,1,0,0.000307787,0.000308928,0,0.000301659,0.5220950630690836,0,10136,0.8130004503855245,B,1,virema
P,neg,4399,2229,Deletion_reverse,1,0,0.00030656,0.00030722,0,0.000294985,0.5220950630690836,0,7968,0.7596978859172795,B,1,virema
P,neg,4403,4401,Deletion_reverse,1,0,0.000306279,0.000305623,0,0.000298507,0.5220950630690836,0,10136,0.7460801283247761,B,1,virema
P,neg,4406,3246,Deletion_reverse,1,0,0.000305904,0.000409333,0,0.000407997,0.5220950630690836,0,8978,0.7902849295339425,B,1,virema
P,neg,4408,4772,Insertion_reverse,1,0,0.000303582,0.000309789,0,0.000303951,0.5220950630690836,0,10502,0.7842499924978679,B,1,virema
P,neg,4408,7683,Insertion_reverse,1,0,0.000303582,0.001834862,0,0.000542299,0.5220950630690836,0,13413,0.7083292503802197,B,1,virema
P,neg,4462,843,Deletion_reverse,1,0,0.000422833,0.000617665,0,0.000300391,0.5220950630690836,0,6519,0.8009078450496642,B,1,virema
P,neg,4473,4582,Insertion_reverse,1,0,0.000527983,0.000325733,0,0.000286369,0.5220950630690836,0,10247,0.8209644881007614,B,1,virema
P,neg,4485,4455,Deletion_reverse,1,0,0.000587544,0.000391543,0,0.000390168,0.5220950630690836,0,10108,0.7997410835961722,B,1,virema
P,neg,4543,7978,Insertion_reverse,1,0,0.000394789,0.00070028,0,0.000543478,0.5220950630690836,0,13573,0.7556920007034866,B,1,virema
P,neg,4544,4542,Deletion_reverse,1,0,0.000394166,0.000394789,0,0.000393391,0.5220950630690836,0,10136,0.8204784308852525,B,1,virema
P,neg,4645,4645,Insertion_reverse,1,0,0.000357398,0.000357398,0,0.00021004,0.5220950630690836,0,10138,0.6183932316359122,B,1,virema
P,neg,4647,4644,Deletion_reverse,1,0,0.000351865,0.000360231,0,0.000209996,0.5220950630690836,0,10135,0.5214165909385611,B,1,virema
P,neg,4656,4654,Deletion_reverse,2,0,0.000644538,0.000651466,0,0.000411777,1.0441901261381672,0,10136,0.6671086019098066,B,1,virema
P,neg,4662,9270,Insertion_reverse,1,0,0.000295072,0.000266738,0,0.000264271,0.5220950630690836,0,14746,0.5450335190628816,B,1,virema
P,neg,4679,8790,Insertion_reverse,1,0,0.000227531,0.000226091,0,0.000229148,0.5220950630690836,0,14249,0.594987434,B,1,virema
P,neg,4690,4688,Deletion_reverse,3,0,0.000646134,0.000651042,0,0.000509424,1.566285189207251,0,10136,0.8693559320033244,B,1,virema
P,neg,4698,9115,Insertion_reverse,1,0,0.000208117,0.000787402,0,0.000740741,0.5220950630690836,0,14555,0.7527928482846832,B,1,virema
P,neg,4703,4703,Insertion_reverse,1,0,0.000207039,0.000207039,0,0.000171939,0.5220950630690836,0,10138,0.6985386921432556,B,1,virema
P,neg,4714,3028,Deletion_reverse,1,0,0.00022041,0.000253229,0,0.000247586,0.5220950630690836,0,8452,0.8083420639188802,B,1,virema
P,neg,4716,4772,Insertion_reverse,1,0,0.00022007,0.000309789,0,0.000303951,0.5220950630690836,0,10194,0.751298249,B,1,virema
P,neg,4719,6351,Insertion_reverse,1,0,0.000218818,0.00038625,0,0.000383583,0.5220950630690836,0,11770,0.7493854847306107,B,1,virema
P,neg,4728,328,Deletion_reverse,1,0,0.00022168,0.001672241,0,0.001199041,0.5220950630690836,0,5738,0.5934055602718988,B,1,virema
P,neg,4739,4737,Deletion_reverse,1,0,0.00023663,0.0002331,0,0.000223764,0.5220950630690836,0,10136,0.8029152683517271,B,1,virema
P,neg,4753,8636,Insertion_reverse,1,0,0.000262881,0.000492854,0,0.000490436,0.5220950630690836,0,14021,0.697095277,B,1,virema
P,neg,4754,4752,Deletion_reverse,1,0,0.000260756,0.000265534,0,0.000257931,0.5220950630690836,0,10136,0.5536445708829482,B,1,virema
P,neg,4760,9550,Insertion_reverse,1,0,0.000262192,0.000326158,0,0.000315358,0.5220950630690836,0,14928,0.7258035679670143,B,1,virema
P,neg,4761,4759,Deletion_reverse,1,0,0.000260756,0.000262055,0,0.000259471,0.5220950630690836,0,10136,0.7684871493915406,B,1,virema
P,neg,4787,4787,Insertion_reverse,14,0,0.00524541,0.00524541,0,0.005122576,7.309330883,0,10138,0.7847847825955068,B,1,virema
P,neg,4787,4788,Insertion_reverse,1,0,0.000374672,0.000374813,0,0.000364697,0.5220950630690836,0,10139,0.8085530014930615,B,1,virema
P,neg,4788,4786,Deletion_reverse,1,0,0.000374813,0.000377501,0,0.000366569,0.5220950630690836,0,10136,0.7900143293651051,B,1,virema
P,neg,4789,4786,Deletion_reverse,1,0,0.000373972,0.000377501,0,0.000366569,0.5220950630690836,0,10135,0.7842499924978679,B,1,virema
P,neg,4794,5607,Insertion_reverse,1,0,0.000382117,0.000968992,0,0.000301114,0.5220950630690836,0,10951,0.5032575904061649,B,1,virema
P,neg,4810,7265,Insertion_reverse,1,0,0.000364033,0.000321647,0,0.000308452,0.5220950630690836,0,12593,0.7902849295339425,B,1,virema
P,neg,4823,5309,Insertion_reverse,1,0,0.000351865,0.000364964,0,0.00035137,0.5220950630690836,0,10624,0.76710732,B,1,virema
P,neg,4824,3784,Deletion_reverse,1,0,0.000339098,0.000318167,0,0.000311818,0.5220950630690836,0,9098,0.8028953082196646,B,1,virema
P,neg,4829,944,Deletion_reverse,1,0,0.000373413,0.000480307,0,0.000477555,0.5220950630690836,0,6253,0.6831456377820303,B,1,virema
P,neg,4830,2661,Deletion_reverse,1,0,0.000379507,0.001270648,0,0.000740741,0.5220950630690836,0,7969,0.7342188649120464,B,1,virema
P,neg,4830,3299,Deletion_reverse,1,0,0.000379507,0.000377216,0,0.000367377,0.5220950630690836,0,8607,0.7771859135525767,B,1,virema
P,neg,4851,4849,Deletion_reverse,1,0,0.000300481,0.000302389,0,0.000300571,0.5220950630690836,0,10136,0.7985538591408798,B,1,virema
P,neg,4868,8895,Insertion_reverse,1,0,0.000276243,0.00035524,0,0.000351124,0.5220950630690836,0,14165,0.7533213064727488,B,1,virema
P,neg,4873,105,Deletion_reverse,1,0,0.000272777,0.000566251,0,0.000537924,0.5220950630690836,0,5370,0.7607419122906726,B,1,virema
P,neg,4874,8912,Insertion_reverse,1,0,0.00027049,0.000345901,0,0.0003427,0.5220950630690836,0,14176,0.7891374046735745,B,1,virema
P,neg,4876,4874,Deletion_reverse,2,0,0.000538358,0.000540979,0,0.000536337,1.0441901261381672,0,10136,0.8566043390869971,B,1,virema
P,neg,4876,6206,Insertion_reverse,1,0,0.000269179,0.000323729,0,0.00032041,0.5220950630690836,0,11468,0.7973529510989933,B,1,virema
P,neg,4896,4894,Deletion_reverse,2,0,0.000570939,0.000566412,0,0.000561325,1.0441901261381672,0,10136,0.8523262772464604,B,1,virema
P,neg,4905,5118,Insertion_reverse,1,0,0.000292569,0.000411523,0,0.000370508,0.5220950630690836,0,10351,0.8029152683517271,B,1,virema
P,neg,4916,9499,Insertion_reverse,1,0,0.000292997,0.000321854,0,0.000319489,0.5220950630690836,0,14721,0.8029152683517271,B,1,virema
P,neg,4919,4916,Deletion_reverse,1,0,0.000289436,0.000292997,0,0.000281532,0.5220950630690836,0,10135,0.7747181928085386,B,1,virema
P,neg,4923,7684,Insertion_reverse,1,0,0.000289101,0.002020202,0,0.000792393,0.5220950630690836,0,12899,0.7010912336273135,B,1,virema
P,neg,4925,2880,Deletion_reverse,1,0,0.000288767,0.000385802,0,0.000382117,0.5220950630690836,0,8093,0.5764104509036799,B,1,virema
P,neg,4934,4932,Deletion_reverse,1,0,0.000347464,0.000347464,0,0.000330907,0.5220950630690836,0,10136,0.7806659733610289,B,1,virema
P,neg,4944,7816,Insertion_reverse,1,0,0.000314367,0.000449035,0,0.000427533,0.5220950630690836,0,13010,0.7843006388696623,B,1,virema
P,neg,4951,8130,Insertion_reverse,1,0,0.000306937,0.000628141,0,0.000239349,0.5220950630690836,0,13317,0.7607419122906726,B,1,virema
P,neg,5027,5024,Deletion_reverse,1,0,0.001014199,0.001041667,0,0.000327225,0.5220950630690836,0,10135,0.5529871108919603,B,1,virema
P,neg,5094,5092,Deletion_reverse,2,0,0.000934579,0.000948767,0,0.000676361,1.0441901261381672,0,10136,0.6319655601769846,B,1,virema
P,neg,5096,9073,Insertion_reverse,1,0,0.000461467,0.000422654,0,0.000415455,0.5220950630690836,0,14115,0.6265679892832813,B,1,virema
P,neg,5108,5106,Deletion_reverse,1,0,0.000420345,0.000435161,0,0.000372439,0.5220950630690836,0,10136,0.6211239050055921,B,1,virema
P,neg,5122,5120,Deletion_reverse,1,0,0.000426257,0.000431593,0,0.0004095,0.5220950630690836,0,10136,0.7486447666739837,B,1,virema
P,neg,5228,5226,Deletion_reverse,1,0,0.000461255,0.000464253,0,0.000301932,0.5220950630690836,0,10136,0.5671323565818249,B,1,virema
P,neg,5236,5233,Deletion_reverse,1,0,0.000411523,0.00043802,0,0.000292483,0.5220950630690836,0,10135,0.5674596967619446,B,1,virema
P,neg,5256,9750,Insertion_reverse,1,0,0.000358038,0.000379939,0,0.000369959,0.5220950630690836,0,14632,0.8029152683517271,B,1,virema
P,neg,5257,896,Deletion_reverse,1,0,0.000357526,0.00043573,0,0.000307787,0.5220950630690836,0,5777,0.8014934799122657,B,1,virema
P,neg,5258,7194,Insertion_reverse,1,0,0.000354484,0.000391696,0,0.000390016,0.5220950630690836,0,12074,0.7902849295339425,B,1,virema
P,neg,5265,4445,Deletion_reverse,1,0,0.0003465,0.000336587,0,0.000334336,0.5220950630690836,0,9318,0.8029152683517271,B,1,virema
P,neg,5268,3914,Deletion_reverse,1,0,0.000343407,0.000803859,0,0.000369004,0.5220950630690836,0,8784,0.5255661231764657,B,1,virema
P,neg,5268,5490,Insertion_reverse,1,0,0.000343407,0.00031746,0,0.000313578,0.5220950630690836,0,10360,0.5866704124195453,B,1,virema
P,neg,5282,7295,Insertion_reverse,1,0,0.000305157,0.000323415,0,0.000322997,0.5220950630690836,0,12151,0.7891374046735745,B,1,virema
P,neg,5309,8887,Insertion_reverse,1,0,0.000364964,0.00031348,0,0.000312598,0.5220950630690836,0,13716,0.7512579355300265,B,1,virema
P,neg,5317,5315,Deletion_reverse,2,0,0.000683761,0.000690608,0,0.000664231,1.0441901261381672,0,10136,0.5495847385721744,B,1,virema
P,neg,5330,5328,Deletion_reverse,1,0,0.000318269,0.000322789,0,0.000311624,0.5220950630690836,0,10136,0.7929625078853744,B,1,virema
P,neg,5344,5340,Deletion_reverse,1,0,0.00029967,0.000301205,0,0.000291545,0.5220950630690836,0,10134,0.7806659733610289,B,1,virema
P,neg,5351,5467,Insertion_reverse,1,0,0.000289184,0.000360231,0,0.000356252,0.5220950630690836,0,10254,0.5252585633342016,B,1,virema
P,neg,5351,5488,Insertion_reverse,1,0,0.000289184,0.000321647,0,0.000318269,0.5220950630690836,0,10275,0.5252585633342016,B,1,virema
P,neg,5360,5357,Deletion_reverse,1,0,0.00027571,0.000274574,0,0.000272405,0.5220950630690836,0,10135,0.7824131143228813,B,1,virema
P,neg,5360,5448,Insertion_reverse,1,0,0.00027571,0.000303582,0,0.000300752,0.5220950630690836,0,10226,0.7070615361745193,B,1,virema
P,neg,5369,5458,Insertion_reverse,1,0,0.000272035,0.00029994,0,0.000297354,0.5220950630690836,0,10227,0.737131228,B,1,virema
P,neg,5370,8239,Insertion_reverse,1,0,0.000271076,0.000279252,0,0.00027571,0.5220950630690836,0,13007,0.7973529510989933,B,1,virema
P,neg,5372,8914,Insertion_reverse,1,0,0.000278396,0.000341647,0,0.000338524,0.5220950630690836,0,13680,0.5104911970376996,B,1,virema
P,neg,5378,5966,Insertion_reverse,1,0,0.000280899,0.000702741,0,0.000394166,0.5220950630690836,0,10726,0.5136494950613332,B,1,virema
P,neg,5383,8197,Insertion_reverse,1,0,0.000267666,0.000342231,0,0.000249688,0.5220950630690836,0,12952,0.5190414793922431,B,1,virema
P,neg,5395,6222,Insertion_reverse,1,0,0.00029036,0.000417362,0,0.000387297,0.5220950630690836,0,10965,0.7329491334134266,B,1,virema
P,neg,5402,7416,Insertion_reverse,1,0,0.000301023,0.000187441,0,0.000187021,0.5220950630690836,0,12152,0.7413628378994165,B,1,virema
P,neg,5403,5401,Deletion_reverse,1,0,0.000299043,0.000301932,0,0.000294551,0.5220950630690836,0,10136,0.7498271269292884,B,1,virema
P,neg,5410,5408,Deletion_reverse,1,0,0.000291545,0.000296736,0,0.000292997,0.5220950630690836,0,10136,0.7747181928085386,B,1,virema
P,neg,5413,5411,Deletion_reverse,1,0,0.000290867,0.00029036,0,0.000286779,0.5220950630690836,0,10136,0.7915628586419257,B,1,virema
P,neg,5415,3379,Deletion_reverse,1,0,0.00028885,0.000264901,0,0.000256674,0.5220950630690836,0,8102,0.7973529510989933,B,1,virema
P,neg,5419,5417,Deletion_reverse,1,0,0.000280899,0.000288018,0,0.000284252,0.5220950630690836,0,10136,0.7747181928085386,B,1,virema
P,neg,5420,3319,Deletion_reverse,1,0,0.000279408,0.000372717,0,0.000370096,0.5220950630690836,0,8037,0.737131228,B,1,virema
P,neg,5421,7683,Insertion_reverse,1,0,0.000285307,0.001834862,0,0.000542299,0.5220950630690836,0,12400,0.7010912336273135,B,1,virema
P,neg,5422,6204,Insertion_reverse,1,0,0.000283768,0.000309023,0,0.000305904,0.5220950630690836,0,10920,0.7685894316184597,B,1,virema
P,neg,5422,6528,Insertion_reverse,1,0,0.000283768,0.001046025,0,0.0004095,0.5220950630690836,0,11244,0.7356331543275308,B,1,virema
P,neg,5427,5425,Deletion_reverse,1,0,0.000294724,0.000288268,0,0.000283447,0.5220950630690836,0,10136,0.7874436320548449,B,1,virema
P,neg,5447,10058,Insertion_reverse,1,0,0.000303767,0.000627746,0,0.000626959,0.5220950630690836,0,14749,0.6514049334326865,B,1,virema
P,neg,5447,5490,Insertion_reverse,1,0,0.000303767,0.00031746,0,0.000313578,0.5220950630690836,0,10181,0.7686278015816007,B,1,virema
P,neg,5449,8839,Insertion_reverse,1,0,0.000302847,0.000247893,0,0.000249626,0.5220950630690836,0,13528,0.7686278015816007,B,1,virema
P,neg,5455,5455,Insertion_reverse,1,0,0.000303767,0.000303767,0,0.000300752,0.5220950630690836,0,10138,0.8040596941682756,B,1,virema
P,neg,5456,5454,Deletion_reverse,1,0,0.000304414,0.000301477,0,0.000299043,0.5220950630690836,0,10136,0.7747181928085386,B,1,virema
P,neg,5473,7497,Insertion_reverse,1,0,0.000343643,0.00059988,0,0.000584795,0.5220950630690836,0,12162,0.6961977489223398,B,1,virema
P,neg,5478,5475,Deletion_reverse,1,0,0.000347584,0.00034626,0,0.0003427,0.5220950630690836,0,10135,0.7806659733610289,B,1,virema
P,neg,5693,8600,Insertion_reverse,1,0,0.001282051,0.000404367,0,0.000391236,0.5220950630690836,0,13045,0.5775119080553882,B,1,virema
P,neg,5800,3914,Deletion_reverse,1,0,0.001367989,0.000803859,0,0.000369004,0.5220950630690836,0,8252,0.5715352524412888,B,1,virema
P,neg,6044,8840,Insertion_reverse,1,0,0.000962464,0.000249252,0,0.000250627,0.5220950630690836,0,12934,0.55600917,B,1,virema
P,neg,6053,4112,Deletion_reverse,1,0,0.000823723,0.000636943,0,0.000632111,0.5220950630690836,0,8197,0.6055527500442762,B,1,virema
P,neg,6064,6218,Insertion_reverse,1,0,0.000607533,0.000392773,0,0.000368053,0.5220950630690836,0,10292,0.500927086,B,1,virema
P,neg,6077,7558,Insertion_reverse,1,0,0.000443853,0.000373972,0,0.000362319,0.5220950630690836,0,11619,0.5478920347002051,B,1,virema
P,neg,6079,9209,Insertion_reverse,1,0,0.000441891,0.000309119,0,0.000308071,0.5220950630690836,0,13268,0.5520120019274732,B,1,virema
P,neg,6086,2302,Deletion_reverse,1,0,0.000407664,0.000319183,0,0.000320102,0.5220950630690836,0,6354,0.5326165617324481,B,1,virema
P,neg,6086,5119,Deletion_reverse,1,0,0.000407664,0.000420875,0,0.000393701,0.5220950630690836,0,9171,0.5866704124195453,B,1,virema
P,neg,6104,6100,Deletion_reverse,1,0,0.000332668,0.000341064,0,0.000287522,0.5220950630690836,0,10134,0.5450647960035783,B,1,virema
P,neg,6105,8219,Insertion_reverse,1,0,0.000330907,0.000289017,0,0.000264131,0.5220950630690836,0,12252,0.5676442560061301,B,1,virema
P,neg,6109,6109,Insertion_reverse,1,0,0.000323625,0.000323625,0,0.00027933,0.5220950630690836,0,10138,0.6183932316359122,B,1,virema
P,neg,6110,6108,Deletion_reverse,1,0,0.000321854,0.000323729,0,0.000279408,0.5220950630690836,0,10136,0.5299947234283947,B,1,virema
P,neg,6125,2877,Deletion_reverse,1,0,0.000276243,0.000379075,0,0.000374532,0.5220950630690836,0,6890,0.5782110995373112,B,1,virema
P,neg,6133,6130,Deletion_reverse,1,0,0.000272257,0.000272554,0,0.00024667,0.5220950630690836,0,10135,0.8180201175411348,B,1,virema
P,neg,6157,6155,Deletion_reverse,2,0,0.00053234,0.00052687,0,0.000511117,1.0441901261381672,0,10136,0.8523262772464604,B,1,virema
P,neg,6167,6165,Deletion_reverse,1,0,0.000257666,0.000258131,0,0.000250125,0.5220950630690836,0,10136,0.7915628586419257,B,1,virema
P,neg,6170,5038,Deletion_reverse,1,0,0.000259471,0.000855432,0,0.000333111,0.5220950630690836,0,9006,0.7352276852374593,B,1,virema
P,neg,6176,2882,Deletion_reverse,1,0,0.000269687,0.000417885,0,0.000413223,0.5220950630690836,0,6844,0.5572995400193616,B,1,virema
P,neg,6179,4239,Deletion_reverse,1,0,0.000287356,0.000538793,0,0.000246305,0.5220950630690836,0,8198,0.6616664286654751,B,1,virema
P,neg,6180,4795,Deletion_reverse,1,0,0.000286369,0.000374953,0,0.000373552,0.5220950630690836,0,8753,0.6909222145413514,B,1,virema
P,neg,6184,3930,Deletion_reverse,1,0,0.000275862,0.000782473,0,0.000395726,0.5220950630690836,0,7884,0.7748990381058791,B,1,virema
P,neg,6188,9881,Insertion_reverse,1,0,0.000276702,0.000620347,0,0.000615764,0.5220950630690836,0,13831,0.739264982,B,1,virema
P,neg,6191,6189,Deletion_reverse,1,0,0.000278087,0.000276625,0,0.000275634,0.5220950630690836,0,10136,0.7589290753567471,B,1,virema
P,neg,6192,6190,Deletion_reverse,1,0,0.000278629,0.000276243,0,0.000275179,0.5220950630690836,0,10136,0.7403123469481047,B,1,virema
P,neg,6193,5359,Deletion_reverse,1,0,0.000279018,0.000274725,0,0.000272702,0.5220950630690836,0,9304,0.7747181928085386,B,1,virema
P,neg,6193,6190,Deletion_reverse,1,0,0.000279018,0.000276243,0,0.000275179,0.5220950630690836,0,10135,0.7403123469481047,B,1,virema
P,neg,6229,6229,Insertion_reverse,2,0,0.000997009,0.000997009,0,0.000932401,1.0441901261381672,0,10138,0.704883508,B,1,virema
P,neg,6231,6229,Deletion_reverse,1,0,0.000496032,0.000498504,0,0.0004662,0.5220950630690836,0,10136,0.6019897324858604,B,1,virema
P,neg,6250,5375,Deletion_reverse,1,0,0.000438596,0.00028547,0,0.000283688,0.5220950630690836,0,9263,0.781242759,B,1,virema
P,neg,6297,9645,Insertion_reverse,1,0,0.000937207,0.000360101,0,0.000358038,0.5220950630690836,0,13486,0.6947599099728766,B,1,virema
